income_yearly,debt_total,payment_history_score,credit_limit,credit_used,credit_utilization_ratio,credit_worthiness
3847940,,63,890629,826671,0.93,good
1146997,1486629,31,375091,238154,0.63,bad
,350741,16,124691,54674,,good
1603437,2302320,53,334359,89610,0.27,good
894823,157232,35,201429,9866,0.05,good
2251957,207176,36,738838,123452,0.17,good
3857393,5257636,52,1103093,27627,0.03,good
2344301,2698041,30,457408,117412,0.26,bad
263110,373025,59,44621,,0.76,bad
,,41,394560,199531,0.51,good
2059046,418437,31,429272,27441,,good
1744308,1723169,64,201751,25202,0.12,good
1035125,232612,16,323943,,0.29,good
2902803,2713351,64,773089,484540,0.63,good
2705032,3335971,62,638386,306434,0.48,good
1175018,1374997,89,308853,,0.86,bad
732294,980833,22,144191,4711,0.03,bad
1193960,1524414,51,425717,359283,0.84,bad
1092650,84190,36,353304,94306,0.27,good
2690904,1353968,22,641819,258423,0.4,good
3955855,3957143,45,1572339,,0.29,good
3965012,4144082,,433428,340458,0.79,bad
553366,500242,53,176310,173823,0.99,bad
1480564,471786,1,566635,561992,0.99,bad
,1686344,51,796416,759699,0.95,good
216867,213957,58,22576,4502,0.2,good
2167100,2059434,26,555966,272462,0.49,bad
3395074,968392,88,1068433,665335,0.62,good
3892707,4111775,,,325412,0.43,good
1617669,1298728,58,,428248,0.99,bad
3358636,633807,3,870357,527307,0.61,good
,319117,62,91773,74415,,bad
,933562,93,361685,37230,0.1,good
2630448,2701377,52,714134,695562,0.97,bad
654016,135538,66,181984,128273,0.7,good
3416023,4844212,87,,,,good
3019983,571549,21,1089183,343439,0.32,good
1608758,658544,59,318877,221188,,good
211289,76837,52,64787,64493,1,good
1013922,317113,62,380215,230217,0.61,good
3511455,1421408,73,,951112,0.86,good
1171917,,77,303993,88146,0.29,good
348037,413052,36,132707,42793,0.32,bad
276298,140960,53,91754,66926,0.73,good
1465900,1712361,74,234181,180573,0.77,bad
1219433,1430680,,289675,,0.8,bad
809056,642627,7,159566,21726,0.14,bad
1374554,749028,99,451813,235762,0.52,good
235505,256433,10,,13211,0.14,bad
340798,,,115935,49601,0.43,good
3769936,4885161,63,1281911,863521,0.67,good
742433,978838,10,296214,240019,0.81,bad
196494,68901,74,38466,30720,0.8,good
645852,296313,67,174701,104321,0.6,good
,132718,64,225973,,0.36,good
1135008,794942,75,301321,,0.31,good
1726912,2404224,59,,220697,0.52,good
1378367,249200,84,418959,322568,0.77,good
2011575,2338289,94,480314,407363,0.85,bad
512516,280712,76,108557,30634,0.28,good
2890841,3441599,68,548076,,0.86,bad
3439146,725611,42,557893,,,good
1793192,1159278,62,638705,636080,,bad
471165,75230,48,126020,48352,0.38,good
2352726,2907232,51,628593,504718,0.8,bad
400080,26397,57,139728,101549,,good
,2297646,13,405076,155772,0.38,bad
2771421,2826411,31,315187,243449,0.77,bad
,2242062,,1059074,4216,0,good
3984271,1983226,51,805262,23775,0.03,good
3490868,2787695,13,869752,457066,0.53,bad
817984,420318,2,94527,9755,0.1,good
1597808,1971980,74,290939,37403,0.13,good
1340379,1731780,73,475272,155017,0.33,good
2678087,315390,0,304641,215265,,bad
2104330,1639522,24,324358,71043,0.22,bad
3189686,2611097,51,850910,338079,0.4,good
911906,1201259,73,321323,175348,0.55,good
1550470,1939888,50,422865,8676,0.02,good
3457474,4974749,63,1042220,966554,0.93,bad
280317,65453,5,83683,3765,0.04,good
565512,554281,63,126171,50836,0.4,good
1283873,1063335,21,321769,159337,0.5,bad
2052128,1311155,21,730166,620518,0.85,bad
2544309,2084951,43,848665,501627,0.59,good
3332230,53451,,765317,689548,0.9,bad
1710030,2515515,10,401362,219613,0.55,bad
3262069,4158430,,934292,515266,0.55,good
768546,1049125,97,109849,79091,,bad
2464174,1977126,19,621818,482948,0.78,bad
935614,293238,37,288495,105759,0.37,good
208510,307715,39,59934,52580,0.88,bad
360920,489956,86,120496,16914,0.14,good
231727,149997,90,33155,7797,0.24,good
3104837,3125915,40,869616,286073,0.33,good
126715,31148,48,38307,29964,0.78,good
3709615,217941,20,657870,57454,0.09,good
3862454,5103524,,974016,,0.84,bad
3342897,151676,92,1298395,602090,,good
827943,733911,88,258059,160618,0.62,good
2586120,3376006,33,,,0.44,bad
1306857,633283,22,325859,318692,0.98,bad
1454440,1864740,26,433955,17823,0.04,bad
907795,454029,64,139528,19930,0.14,good
,949560,75,237797,212005,0.89,bad
1000223,674298,28,303506,277287,0.91,bad
,1834485,93,725437,353940,0.49,good
855607,980229,,201765,201242,1,bad
2122713,38379,57,,235259,0.65,good
1564979,1051607,87,425992,,0.72,bad
371976,155599,21,141581,131261,,bad
296184,5763,42,72492,24520,0.34,good
3563634,4248929,16,,428403,0.48,bad
3175771,4198960,28,,389065,,bad
1458854,1376270,79,567614,325115,0.57,good
3471809,1788581,100,642020,477317,,good
2903425,1641405,78,,255514,0.41,good
251244,167181,80,69395,2146,0.03,good
3796716,4210042,53,812443,247998,0.31,good
1399137,1546013,91,459655,30427,0.07,good
3801330,,,651531,524217,0.8,bad
2386753,1746130,97,791076,10043,0.01,good
2711605,1417409,21,773644,157109,0.2,good
649556,899912,60,175793,,0.84,bad
3691676,863045,35,1436989,46990,0.03,good
746016,,31,80579,79591,0.99,bad
,502188,27,293488,218435,0.74,bad
861663,168559,53,213562,194738,0.91,good
1451765,337258,59,399544,151208,0.38,good
1259113,1172723,43,352510,76233,0.22,good
3148378,298831,69,771678,278829,0.36,good
2752080,,,279793,,0.34,good
2250501,1547313,88,697929,142642,0.2,good
568687,142496,21,124212,120044,0.97,bad
3175474,4477141,100,818722,153989,0.19,good
2218139,258697,41,270591,183352,0.68,good
2479976,3522529,11,417178,246782,0.59,bad
1426349,292524,74,481297,395255,0.82,good
2048831,98658,2,526587,376655,0.72,bad
856381,16747,2,251035,129699,0.52,good
1120479,376306,77,388024,357986,0.92,good
433928,600994,72,,30460,0.18,good
3736423,971098,16,,,0.88,bad
1118250,509097,99,322382,127607,0.4,good
2195145,2964999,99,307184,,0.94,bad
3663941,1084054,65,1215997,792856,,good
1747892,2219081,88,272576,266648,0.98,bad
1887593,2353143,47,236009,140409,0.59,good
2047154,,19,409745,192230,0.47,good
2055932,2593384,64,,121743,,good
,1783284,73,458911,430099,0.94,bad
3133501,379703,42,759002,420448,,good
242234,205992,44,77323,52974,0.69,good
3286933,4329987,55,333493,,0.8,bad
276691,191441,100,72060,59841,0.83,bad
,2984084,56,730085,643446,0.88,bad
1075237,814482,24,409694,379867,0.93,bad
3676045,2318341,94,1461878,162854,0.11,good
,37639,18,68370,29916,0.44,good
3983149,3862918,36,494775,93561,,bad
876431,1259776,44,274129,139399,0.51,good
3185268,65338,95,329812,328262,1,good
2380837,,32,432329,11899,0.03,good
141097,201843,83,41012,,0.23,good
2579440,1076282,98,872032,1207,0,good
2289305,2624306,52,,131822,0.46,good
2022515,2769689,60,369434,,0.63,good
1953215,225064,4,579837,321790,0.55,good
3528331,3956240,94,689789,444694,0.64,good
1210163,283663,24,438296,359183,0.82,bad
498305,390699,0,136952,80576,0.59,bad
770651,709343,41,148281,119828,,bad
139227,24957,97,24255,9917,,good
3523615,3614041,21,703996,146110,0.21,bad
1849489,796943,85,552525,82022,0.15,good
1783887,538718,57,646807,346400,0.54,good
3773812,,40,934506,319711,0.34,good
3013003,3677466,33,846918,369743,0.44,bad
2561642,861880,55,840542,40391,0.05,good
2085995,1105586,95,661538,461270,0.7,good
1864020,2422083,78,,35143,,good
1489133,146366,85,212395,85625,0.4,good
2317501,121730,,,689462,0.75,bad
2513042,568178,53,701713,99875,0.14,good
3344012,624094,17,845473,556921,0.66,good
3671396,4910239,19,,51335,0.08,bad
1108229,640627,79,361206,258432,0.72,good
,890234,92,283087,81114,0.29,good
,3653827,40,1025064,522869,0.51,good
938491,79743,3,180134,104356,0.58,good
2598841,957156,41,576180,484295,0.84,good
2017224,609345,21,623614,398312,0.64,good
2320847,419540,59,378516,140518,0.37,good
1695175,462314,18,668649,462670,,good
318464,210958,31,55460,16304,,bad
,2530283,55,434826,392200,0.9,bad
1610332,844377,98,183655,126681,0.69,good
2344652,1341428,64,547511,515911,0.94,good
1604146,537700,60,436164,307627,0.71,good
2142757,3105217,4,289410,135835,,bad
1684793,620580,2,427746,160554,0.38,good
,2959,,516247,300889,0.58,good
1643247,1279741,25,409952,259336,,bad
1853945,1732703,60,528430,125380,0.24,good
1402108,252785,83,,,0.99,good
1397018,1317870,89,544872,,0.99,bad
1439043,1801429,53,528468,322247,0.61,good
1100359,1578920,0,,211893,0.58,bad
645425,587845,60,86744,42675,0.49,good
1005833,610489,90,169471,3156,,good
2030736,2858351,67,664208,386575,0.58,good
3199940,193840,50,961535,842746,0.88,good
1537074,,60,483399,32153,0.07,good
1641963,1513142,67,389522,142083,0.36,good
2969170,23273,99,428240,46423,0.11,good
957815,275149,41,306549,17054,0.06,good
1134723,365979,43,,68499,0.29,good
1643992,805000,62,,367903,0.66,good
1324862,1120125,76,311640,269725,0.87,bad
2544504,3795718,74,730603,,0.43,good
501385,669364,51,,102500,0.64,good
1468364,436937,76,182705,108354,0.59,good
1496865,1715394,69,308872,173823,0.56,good
,1223711,25,,130707,,bad
953624,327869,78,229536,63984,,good
3263372,3061961,79,727571,462949,0.64,good
1970217,2360713,35,759475,,0.34,bad
3291532,575575,26,917183,506327,0.55,good
3157287,658209,22,883437,703804,0.8,bad
868480,312386,91,,88390,0.52,good
,1657937,58,633420,120313,,good
2774283,426070,26,,113733,0.32,good
3077344,752471,,768814,365759,0.48,good
1149719,179598,69,313281,89229,0.28,good
3174929,1132806,70,592366,245574,0.41,good
1479505,1723465,80,315792,70177,0.22,good
830874,1189595,4,202407,70120,0.35,bad
1669006,2281952,39,379221,111611,0.29,bad
3787579,3615630,61,1340541,558412,0.42,good
1928806,1305372,88,581385,577504,0.99,bad
1334990,1110821,18,239780,2699,0.01,bad
1300954,861014,75,396801,,0.8,bad
,2812530,44,780356,770300,0.99,bad
3095417,1028098,38,494120,231779,0.47,good
3226573,3446284,15,1110999,95638,0.09,bad
3468168,237180,99,1246085,624490,0.5,good
2562832,2733737,65,427559,178191,0.42,good
282483,,16,80472,3125,0.04,bad
1101009,353313,39,302151,283091,0.94,bad
,1152522,25,705024,517448,0.73,bad
1310483,1078547,86,259531,,0.42,good
3477086,3229506,40,825244,177326,0.21,good
2745338,1938951,73,579937,272000,0.47,good
379963,,30,53624,11300,0.21,good
554308,540754,2,181137,167911,0.93,bad
520044,108791,,57426,,0.02,good
,3768745,68,,842887,,bad
239112,92781,,28554,,0.98,bad
628113,655083,93,75878,16220,0.21,good
3108894,2254962,22,893001,314174,0.35,bad
,1571761,19,374634,107935,0.29,bad
3834997,5605571,50,615111,535478,0.87,bad
3315755,2834982,93,374389,242596,0.65,good
3714284,2639121,72,388281,361647,0.93,bad
,900315,99,566818,238740,0.42,good
3170023,4629136,27,669925,134749,0.2,bad
2336400,,,280602,81124,0.29,bad
1014739,1261284,,326528,225589,0.69,bad
3434244,4219175,43,1083420,659500,0.61,good
3628862,973885,,793082,292705,,good
670368,715477,39,267614,118132,0.44,bad
2884426,1930401,16,,47137,0.11,bad
169753,238377,85,48850,24526,0.5,good
2889769,3638395,62,392585,107449,0.27,good
2798196,3611297,40,638018,310600,0.49,good
3471723,475166,28,923180,,0.62,good
2862174,2930101,92,,383162,0.45,good
1045328,1073801,,389223,28132,0.07,good
1451283,,60,,,0.87,bad
1124273,172839,51,383567,341035,0.89,good
3599368,1034746,,1151128,933148,0.81,good
2654194,2888168,41,,,0.23,good
3829073,98845,54,1097124,797226,0.73,good
1140595,1375523,70,,,0.62,good
997525,705782,73,,10363,0.04,good
1633818,186090,72,,335269,0.74,good
1141484,1683729,,117701,72134,0.61,good
3562797,3377563,55,458673,76012,0.17,good
1723893,1460124,98,293025,,0.16,good
2746960,1336970,,621280,498937,0.8,good
,940519,18,465518,239180,0.51,good
,1959398,,527010,21989,0.04,good
485861,44302,83,110754,7861,0.07,good
2838131,1155657,18,382168,,0.93,bad
3515700,1460407,10,1273104,256134,0.2,good
,132498,48,369822,343758,0.93,good
3779963,4979869,44,,71819,0.05,good
3258114,,91,354109,184701,0.52,good
1571663,834365,17,455455,389236,0.85,bad
1167014,249344,18,406013,,0.98,bad
1041540,1548357,9,199020,160722,,bad
2967611,4333359,34,1047952,651970,0.62,bad
3082566,273978,96,748765,690386,0.92,good
3400735,364933,17,1165222,620256,0.53,good
3482304,2382251,,1191973,380080,0.32,bad
288723,386320,91,115414,75288,0.65,good
1333354,1991037,96,257514,142341,0.55,good
714681,893534,73,190343,59906,0.31,good
1514963,1378288,67,481881,426567,0.89,bad
,2679240,59,,184482,0.61,good
3402305,3052501,56,993447,640714,0.64,good
860145,855509,77,,26493,0.19,good
3054670,1011743,17,784699,326899,0.42,good
,1690441,,448830,278543,0.62,bad
3636782,2666673,61,405347,275306,0.68,good
3321545,,0,541643,350729,0.65,bad
2692226,2992097,56,781805,208339,0.27,good
3052945,277023,55,642752,12532,0.02,good
3123318,256155,90,1215548,861371,0.71,good
888826,351192,65,109295,50152,,good
,2750309,10,665319,393441,0.59,bad
2789452,4142555,80,463592,351043,0.76,bad
1457117,1659843,75,341050,234293,0.69,good
725751,924395,36,194991,109569,0.56,bad
1025217,146042,81,199929,82954,0.41,good
266683,42589,71,50041,9656,0.19,good
3232333,4369753,7,584314,188843,0.32,bad
710745,684620,46,236369,37379,0.16,good
2382303,1167075,24,488126,486490,1,bad
2697603,1275441,69,376814,76079,0.2,good
2751284,1092415,100,669631,473290,0.71,good
2749859,1590628,80,1035216,634693,0.61,good
130514,122143,27,48097,1720,0.04,bad
1145530,1201287,81,173104,109074,0.63,good
3605170,1129301,41,1097686,920771,0.84,good
3000399,2461779,90,829520,418462,0.5,good
2107253,2163416,74,840451,126198,0.15,good
,708870,40,378249,304949,0.81,good
640138,,81,115623,12419,0.11,good
3656470,1405721,,1227190,43402,0.04,good
2240809,1939090,84,530039,290976,0.55,good
218717,102155,58,73875,30875,0.42,good
3163888,1507280,,516793,480979,0.93,good
3903866,2145423,23,859848,278212,0.32,good
1166699,83727,77,267896,147960,0.55,good
,830906,37,208932,92150,0.44,bad
2640535,2619295,95,935365,58472,0.06,good
2873789,639948,37,,,0.76,bad
,1156944,26,287152,195644,0.68,bad
1378356,1897267,28,139035,71790,0.52,bad
2913773,3246054,89,713233,549657,0.77,bad
401874,118838,80,52163,,0.54,good
904529,441279,51,154513,17297,0.11,good
1504376,2185738,31,,42094,0.21,bad
3086744,4226092,1,676190,538228,0.8,bad
3207608,936688,81,,315693,0.64,good
1115574,1059424,,332145,218026,0.66,good
670281,572910,30,,,0.59,bad
1586897,627301,6,421451,200212,0.48,good
1399852,1643305,2,182908,158688,0.87,bad
1804123,2441901,94,268628,,0.56,good
2101817,202515,16,260786,227059,0.87,bad
1364694,1726666,52,244229,153429,0.63,good
2640504,684082,40,598337,24837,0.04,good
617129,,27,94715,82020,0.87,bad
,772273,93,,556828,0.6,good
2790064,,1,470631,102987,0.22,bad
1646969,1808862,45,330021,286427,0.87,bad
,5367961,26,602104,454712,0.76,bad
1384810,1173467,41,387610,366988,0.95,bad
1698044,1670200,25,542811,477205,0.88,bad
609738,826457,28,145261,24230,0.17,bad
217373,205413,23,,18901,0.36,bad
2867691,2514214,,977035,951647,0.97,bad
2741903,2888981,46,883436,774693,0.88,bad
3155546,1056592,23,372650,297052,0.8,bad
817360,1097913,26,301860,86056,,bad
,,77,735651,460860,,good
1984639,806154,61,481804,51406,0.11,good
1150202,1526555,19,341182,99786,0.29,bad
501103,187718,73,97001,96793,1,good
3658809,3001573,85,694630,652775,0.94,bad
2908117,2538298,14,962003,571980,0.59,bad
295222,126662,4,54776,22146,0.4,good
451839,,14,79643,54137,0.68,good
1674283,1501522,0,419417,73317,0.17,bad
851980,1259149,,171936,113392,0.66,good
2073409,879678,,494075,,0.81,bad
3237886,4135537,64,774024,704730,,bad
2003574,,27,470946,142676,0.3,bad
2570704,2711484,70,653415,621137,0.95,bad
2573085,2767220,6,464794,283283,0.61,bad
698906,868613,,212603,179928,0.85,bad
792495,,79,307177,7863,,good
2280575,3410242,50,792945,145748,0.18,good
2188209,308533,75,409082,173098,0.42,good
1718507,1436686,78,682634,541086,0.79,bad
1058937,1561045,40,296851,52908,0.18,good
862536,667185,57,312934,201580,0.64,good
283383,9700,32,109935,49264,0.45,good
1003302,890689,31,274678,256589,,bad
503023,695333,24,,106013,0.76,bad
2052280,1005624,91,539700,164285,0.3,good
1578869,457805,31,348959,,0.05,good
3031688,3733994,92,,39759,0.04,good
3020624,2442553,20,,299778,0.54,bad
3911368,1149508,11,1443809,582676,0.4,good
805006,278433,31,191884,56715,0.3,good
2812798,75893,43,836195,,0.34,good
2263019,2023920,88,279740,172437,0.62,good
963210,708827,,311229,278607,0.9,bad
383475,242828,83,144093,120276,0.83,bad
1223460,961685,38,,,0.99,bad
3674551,3195410,69,1366302,281778,0.21,good
1211620,388155,42,166897,5712,0.03,good
391995,156059,73,90209,30005,0.33,good
1633332,56281,4,,80164,0.29,good
2719915,2218992,44,275674,253755,0.92,bad
2587555,3628731,56,,339359,0.44,good
1502458,1171363,67,250092,15931,0.06,good
1265416,1330917,35,,275317,0.57,bad
1533693,22828,32,236254,224909,0.95,bad
1935468,,75,494320,17407,0.04,good
123410,,34,37079,19410,0.52,bad
2874455,992666,28,773590,,0.82,bad
2092377,681763,58,577863,357554,0.62,good
,2921916,80,593692,336010,0.57,good
2733286,2842320,51,909002,655363,0.72,bad
3076224,1438118,47,,249595,0.22,good
1556481,486453,41,184997,26414,0.14,good
178822,239582,94,20998,12828,0.61,good
765508,1007167,47,,102097,0.52,good
3232308,1987570,,918901,425646,0.46,bad
2317666,634146,49,424644,8518,0.02,good
1605969,1107693,76,384183,101736,0.26,good
1503959,1852674,33,236729,162715,0.69,bad
3626355,1689119,91,1395843,1094813,0.78,good
1285593,1635977,21,460665,281497,0.61,bad
1759294,1606923,,664423,224549,0.34,bad
3234853,,16,705636,250093,0.35,bad
249006,15077,59,95148,,0.6,good
2011088,637224,63,489400,38203,0.08,good
1609655,1637218,66,513831,240225,0.47,good
3751106,4699436,55,589016,139518,0.24,good
2683154,1626506,10,308850,263860,0.85,bad
2213077,,35,767942,63995,0.08,bad
1074663,1189934,43,,263517,0.79,bad
2506242,1501121,74,265347,78527,0.3,good
2394966,2487446,8,,226304,0.64,bad
835611,831284,88,,624,0.01,good
3742399,3290499,37,1327136,,0.02,bad
529001,442281,68,146782,51642,0.35,good
2048496,2131988,82,723351,316240,0.44,good
1281518,1221431,35,148285,143816,,bad
800077,816611,69,141058,79127,0.56,good
3363167,1610578,,1138613,,0.89,bad
1966187,2619600,59,236129,206953,0.88,bad
762589,184041,95,239298,94335,0.39,good
1213345,1413027,70,410075,268455,0.65,good
211162,115236,41,67155,56116,0.84,good
